timestamp,temperature,humidity,wind_speed,pressure,visibility,rainfall,cloud_cover,icon,description,city
2024-12-09 12:00:00,18.2,21,3.69,1013,10000,0.0,33,03d,scattered clouds,Raipur
2024-12-09 15:00:00,14.46,24,3.09,1016,10000,0.0,6,01n,clear sky,Raipur
2024-12-09 18:00:00,12.58,28,2.48,1017,10000,0.0,4,01n,clear sky,Raipur
2024-12-09 21:00:00,11.06,31,2.46,1016,10000,0.0,21,02n,few clouds,Raipur
2024-12-10 00:00:00,9.82,34,3.36,1016,10000,0.0,12,02n,few clouds,Raipur
2024-12-10 03:00:00,12.87,32,3.46,1018,10000,0.0,5,01d,clear sky,Raipur
2024-12-10 06:00:00,20.53,20,4.49,1017,10000,0.0,10,01d,clear sky,Raipur
2024-12-10 09:00:00,23.17,18,3.31,1014,10000,0.0,78,04d,broken clouds,Raipur
2024-12-10 12:00:00,18.2,29,3.05,1014,10000,0.0,58,04d,broken clouds,Raipur
2024-12-10 15:00:00,14.7,33,3.25,1016,10000,0.0,36,03n,scattered clouds,Raipur
2024-12-10 18:00:00,12.69,37,2.98,1017,10000,0.0,34,03n,scattered clouds,Raipur
2024-12-10 21:00:00,11.66,39,2.73,1015,10000,0.0,72,04n,broken clouds,Raipur
2024-12-11 00:00:00,10.34,43,3.05,1016,10000,0.0,40,03n,scattered clouds,Raipur
2024-12-11 03:00:00,13.39,42,3.56,1017,10000,0.0,20,02d,few clouds,Raipur
2024-12-06 06:00:00,21.4,20,4.36,1014,10000,0.0,0,01d,clear sky,Chandigarh
2024-12-06 09:00:00,22.26,17,4.95,1013,10000,0.0,0,01d,clear sky,Chandigarh
2024-12-06 12:00:00,18.63,18,3.72,1012,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-06 15:00:00,13.93,23,2.49,1012,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-06 18:00:00,12.54,27,1.99,1013,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-06 21:00:00,11.69,30,1.84,1012,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-07 00:00:00,10.28,33,1.08,1012,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-07 03:00:00,13.11,29,1.79,1014,10000,0.0,0,01d,clear sky,Chandigarh
2024-12-07 06:00:00,20.31,17,3.18,1014,10000,0.0,0,01d,clear sky,Chandigarh
2024-12-07 09:00:00,22.26,13,2.59,1011,10000,0.0,0,01d,clear sky,Chandigarh
2024-12-07 12:00:00,16.18,20,2.45,1011,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-07 15:00:00,13.23,32,3.01,1014,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-07 18:00:00,12.21,36,2.82,1014,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-07 21:00:00,11.35,33,2.42,1013,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-08 00:00:00,10.71,25,2.43,1013,10000,0.0,3,01n,clear sky,Chandigarh
2024-12-08 03:00:00,13.95,19,2.52,1014,10000,0.0,0,01d,clear sky,Chandigarh
2024-12-08 06:00:00,22.14,15,7.84,1013,10000,0.0,0,01d,clear sky,Chandigarh
2024-12-08 09:00:00,21.64,22,7.73,1010,10000,0.42,30,10d,light rain,Chandigarh
2024-12-08 12:00:00,15.69,37,4.0,1010,10000,0.12,15,10n,light rain,Chandigarh
2024-12-08 15:00:00,12.44,60,5.12,1013,10000,0.78,35,10n,light rain,Chandigarh
2024-12-08 18:00:00,12.37,66,5.72,1014,10000,0.5,67,10n,light rain,Chandigarh
2024-12-08 21:00:00,10.5,71,5.77,1013,10000,0.16,100,10n,light rain,Chandigarh
2024-12-09 00:00:00,11.22,64,4.89,1012,10000,0.0,100,04n,overcast clouds,Chandigarh
2024-12-09 03:00:00,13.53,54,1.13,1014,10000,0.0,100,04d,overcast clouds,Chandigarh
2024-12-09 06:00:00,19.25,33,3.68,1015,10000,0.0,86,04d,overcast clouds,Chandigarh
2024-12-09 09:00:00,20.98,26,4.4,1013,10000,0.0,3,01d,clear sky,Chandigarh
2024-12-09 12:00:00,16.26,32,2.86,1014,10000,0.0,1,01n,clear sky,Chandigarh
2024-12-09 15:00:00,12.54,43,2.44,1017,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-09 18:00:00,11.49,46,2.59,1018,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-09 21:00:00,10.5,47,2.43,1017,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-10 00:00:00,9.52,47,2.09,1017,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-10 03:00:00,12.08,36,1.51,1018,10000,0.0,0,01d,clear sky,Chandigarh
2024-12-10 06:00:00,19.08,23,2.38,1018,10000,0.0,0,01d,clear sky,Chandigarh
2024-12-10 09:00:00,21.41,17,3.65,1015,10000,0.0,0,01d,clear sky,Chandigarh
2024-12-10 12:00:00,15.85,23,3.51,1015,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-10 15:00:00,12.13,32,2.53,1017,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-10 18:00:00,11.0,34,2.07,1017,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-10 21:00:00,10.06,33,1.51,1017,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-11 00:00:00,9.25,32,1.55,1016,10000,0.0,0,01n,clear sky,Chandigarh
2024-12-11 03:00:00,12.04,26,1.65,1017,10000,0.0,0,01d,clear sky,Chandigarh
2024-12-06 06:00:00,7.94,15,1.5,1020,10000,0.0,0,01d,clear sky,Srinagar
2024-12-06 09:00:00,9.24,13,1.38,1018,10000,0.0,0,01d,clear sky,Srinagar
2024-12-06 12:00:00,7.04,13,0.86,1016,10000,0.0,0,01n,clear sky,Srinagar
2024-12-06 15:00:00,4.46,16,1.09,1017,10000,0.0,0,01n,clear sky,Srinagar
2024-12-06 18:00:00,2.18,18,1.28,1019,10000,0.0,0,01n,clear sky,Srinagar
2024-12-06 21:00:00,0.85,21,0.58,1020,10000,0.0,65,04n,broken clouds,Srinagar
2024-12-07 00:00:00,0.13,23,0.78,1020,10000,0.0,82,04n,broken clouds,Srinagar
2024-12-07 03:00:00,1.52,22,0.46,1021,10000,0.0,100,04d,overcast clouds,Srinagar
2024-12-07 06:00:00,6.63,15,1.11,1018,10000,0.0,100,04d,overcast clouds,Srinagar
2024-12-07 09:00:00,9.59,11,0.9,1013,10000,0.0,100,04d,overcast clouds,Srinagar
2024-12-07 12:00:00,5.66,14,0.67,1013,10000,0.0,100,04n,overcast clouds,Srinagar
2024-12-07 15:00:00,4.51,15,0.78,1015,10000,0.0,100,04n,overcast clouds,Srinagar
2024-12-07 18:00:00,3.17,18,0.51,1016,10000,0.0,100,04n,overcast clouds,Srinagar
2024-12-07 21:00:00,1.93,21,0.65,1017,10000,0.0,100,04n,overcast clouds,Srinagar
2024-12-08 00:00:00,1.26,23,0.6,1017,10000,0.0,100,04n,overcast clouds,Srinagar
2024-12-08 03:00:00,2.76,21,0.46,1019,10000,0.0,100,04d,overcast clouds,Srinagar
2024-12-08 06:00:00,7.26,15,1.26,1017,10000,0.0,100,04d,overcast clouds,Srinagar
2024-12-08 09:00:00,9.87,12,1.32,1012,10000,0.0,100,04d,overcast clouds,Srinagar
2024-12-08 12:00:00,4.5,31,1.56,1013,10000,0.0,95,04n,overcast clouds,Srinagar
2024-12-08 15:00:00,4.02,26,1.51,1015,10000,0.0,91,04n,overcast clouds,Srinagar
2024-12-08 18:00:00,1.56,34,1.18,1017,10000,0.0,86,04n,overcast clouds,Srinagar
2024-12-08 21:00:00,0.77,36,1.54,1018,10000,0.0,85,04n,overcast clouds,Srinagar
2024-12-09 00:00:00,-0.76,41,0.81,1019,10000,0.0,78,04n,broken clouds,Srinagar
2024-12-09 03:00:00,0.62,38,0.11,1022,10000,0.0,29,03d,scattered clouds,Srinagar
2024-12-09 06:00:00,6.2,25,1.06,1019,10000,0.0,17,02d,few clouds,Srinagar
2024-12-09 09:00:00,9.63,18,1.99,1015,10000,0.0,12,02d,few clouds,Srinagar
2024-12-09 12:00:00,4.72,30,0.59,1016,10000,0.0,25,03n,scattered clouds,Srinagar
2024-12-09 15:00:00,3.03,33,0.81,1021,10000,0.0,19,02n,few clouds,Srinagar
2024-12-09 18:00:00,1.66,34,1.33,1024,10000,0.0,32,03n,scattered clouds,Srinagar
2024-12-09 21:00:00,-0.1,38,1.05,1024,10000,0.0,19,02n,few clouds,Srinagar
2024-12-10 00:00:00,-1.58,43,0.89,1025,10000,0.0,11,02n,few clouds,Srinagar
2024-12-10 03:00:00,0.1,38,0.31,1027,10000,0.0,8,01d,clear sky,Srinagar
2024-12-10 06:00:00,5.11,25,1.22,1024,10000,0.0,38,03d,scattered clouds,Srinagar
2024-12-10 09:00:00,8.26,17,0.64,1018,10000,0.0,100,04d,overcast clouds,Srinagar
2024-12-10 12:00:00,5.86,18,0.79,1018,10000,0.0,100,04n,overcast clouds,Srinagar
2024-12-10 15:00:00,4.91,21,0.82,1020,10000,0.0,100,04n,overcast clouds,Srinagar
2024-12-10 18:00:00,4.57,24,0.86,1021,10000,0.0,100,04n,overcast clouds,Srinagar
2024-12-10 21:00:00,3.96,31,0.53,1021,10000,0.0,100,04n,overcast clouds,Srinagar
2024-12-11 00:00:00,2.29,38,0.17,1021,10000,0.0,99,04n,overcast clouds,Srinagar
2024-12-11 03:00:00,3.28,39,0.23,1023,10000,0.0,99,04d,overcast clouds,Srinagar
2024-12-06 06:00:00,13.39,33,2.1,1013,10000,0.0,0,01d,clear sky,Shimla
2024-12-06 09:00:00,12.97,29,2.94,1012,10000,0.0,0,01d,clear sky,Shimla
2024-12-06 12:00:00,7.21,37,0.76,1013,10000,0.0,0,01n,clear sky,Shimla
2024-12-06 15:00:00,2.24,40,2.55,1015,10000,0.0,0,01n,clear sky,Shimla
2024-12-06 18:00:00,1.39,40,2.48,1016,10000,0.0,0,01n,clear sky,Shimla
2024-12-06 21:00:00,1.04,40,3.04,1015,10000,0.0,0,01n,clear sky,Shimla
2024-12-07 00:00:00,0.73,38,2.92,1014,10000,0.0,0,01n,clear sky,Shimla
2024-12-07 03:00:00,4.08,35,2.03,1015,10000,0.0,1,01d,clear sky,Shimla
2024-12-07 06:00:00,10.21,26,2.64,1014,10000,0.0,1,01d,clear sky,Shimla
2024-12-07 09:00:00,10.67,26,3.12,1011,10000,0.0,0,01d,clear sky,Shimla
2024-12-07 12:00:00,3.18,40,1.0,1013,10000,0.0,0,01n,clear sky,Shimla
2024-12-07 15:00:00,1.0,48,2.4,1017,10000,0.0,0,01n,clear sky,Shimla
2024-12-07 18:00:00,-0.23,47,2.74,1017,10000,0.0,0,01n,clear sky,Shimla
2024-12-07 21:00:00,-1.06,39,2.99,1017,10000,0.0,0,01n,clear sky,Shimla
2024-12-08 00:00:00,-1.63,35,3.0,1017,10000,0.0,2,01n,clear sky,Shimla
2024-12-08 03:00:00,1.89,30,2.61,1017,10000,0.0,0,01d,clear sky,Shimla
2024-12-08 06:00:00,9.77,19,2.08,1014,10000,0.0,0,01d,clear sky,Shimla
2024-12-08 09:00:00,9.49,27,4.28,1011,10000,0.0,71,04d,broken clouds,Shimla
2024-12-08 12:00:00,3.5,44,1.67,1012,10000,0.0,50,03n,scattered clouds,Shimla
2024-12-08 15:00:00,1.86,52,2.59,1014,10000,0.2,59,10n,light rain,Shimla
2024-12-08 18:00:00,-0.42,86,3.2,1017,10000,0.0,80,13n,snow,Shimla
2024-12-08 21:00:00,-2.09,99,1.88,1017,1165,0.0,100,13n,snow,Shimla
2024-12-09 00:00:00,-1.76,98,3.01,1017,9155,0.0,100,13n,snow,Shimla
2024-12-09 03:00:00,-0.5,91,2.76,1018,10000,0.0,98,04d,overcast clouds,Shimla
2024-12-09 06:00:00,3.8,73,1.82,1017,6904,0.0,90,04d,overcast clouds,Shimla
2024-12-09 09:00:00,4.89,63,1.11,1015,10000,0.27,62,10d,light rain,Shimla
2024-12-09 12:00:00,1.02,73,2.39,1018,10000,0.14,63,10n,light rain,Shimla
2024-12-09 15:00:00,-1.01,75,2.88,1021,10000,0.0,24,02n,few clouds,Shimla
2024-12-09 18:00:00,-2.2,76,3.35,1023,10000,0.0,12,02n,few clouds,Shimla
2024-12-09 21:00:00,-3.63,73,3.59,1022,10000,0.0,0,01n,clear sky,Shimla
2024-12-10 00:00:00,-4.59,67,3.78,1022,10000,0.0,0,01n,clear sky,Shimla
2024-12-10 03:00:00,-2.68,59,3.49,1023,10000,0.0,0,01d,clear sky,Shimla
2024-12-10 06:00:00,5.42,41,2.11,1019,10000,0.0,0,01d,clear sky,Shimla
2024-12-10 09:00:00,7.17,35,0.32,1017,10000,0.0,5,01d,clear sky,Shimla
2024-12-10 12:00:00,1.28,53,1.63,1018,10000,0.0,3,01n,clear sky,Shimla
2024-12-10 15:00:00,-0.5,58,3.05,1020,10000,0.0,0,01n,clear sky,Shimla
2024-12-10 18:00:00,-1.39,58,3.34,1021,10000,0.0,0,01n,clear sky,Shimla
2024-12-10 21:00:00,-1.69,54,3.42,1020,10000,0.0,0,01n,clear sky,Shimla
2024-12-11 00:00:00,-1.9,50,3.5,1020,10000,0.0,0,01n,clear sky,Shimla
2024-12-11 03:00:00,0.93,48,3.04,1019,10000,0.0,1,01d,clear sky,Shimla
